frame,renderedFrame,stopwatchTicks,intervalSeconds,tick,simulationSeconds,paused,casting,areaCasts
1500,1500,537471407,0.0079959,0,0,True,False,0
1501,1501,537557802,0.0086395,0,0,True,False,0
1502,1502,537650995,0.0093193,0,0,True,False,0
1503,1503,537729067,0.0078072,0,0,True,False,0
1504,1504,537813943,0.0084876,0,0,True,False,0
1505,1505,537895488,0.0081545,0,0,True,False,0
1506,1506,537979430,0.0083942,0,0,True,False,0
1507,1507,538057473,0.0078043,0,0,True,False,0
1508,1508,538141480,0.0084007,0,0,True,False,0
1509,1509,538220088,0.0078608,0,0,True,False,0
1510,1510,538316028,0.009594,0,0,True,False,0
1511,1511,538366897,0.0050869,0,0,True,False,0
1512,1512,538481969,0.0115072,0,0,True,False,0
1513,1513,538565312,0.0083343,0,0,True,False,0
1514,1514,538628494,0.0063182,0,0,True,False,0
1515,1515,538749737,0.0121243,0,0,True,False,0
1516,1516,538802779,0.0053042,0,0,True,False,0
1517,1517,538886347,0.0083568,0,0,True,False,0
1518,1518,538964751,0.0078404,0,0,True,False,0
1519,1519,539080012,0.0115261,0,0,True,False,0
1520,1520,539126318,0.0046306,0,0,True,False,0
1521,1521,539245338,0.011902,0,0,True,False,0
1522,1522,539293680,0.0048342,0,0,True,False,0
1523,1523,539379154,0.0085474,0,0,True,False,0
1524,1524,539495032,0.0115878,0,0,True,False,0
1525,1525,539554519,0.0059487,0,0,True,False,0
1526,1526,539635279,0.008076,0,0,True,False,0
1527,1527,539717151,0.0081872,0,0,True,False,0
1528,1528,539802567,0.0085416,0,0,True,False,0
1529,1529,539882158,0.0079591,0,0,True,False,0
1530,1530,539999494,0.0117336,0,0,True,False,0
1531,1531,540047133,0.0047639,0,0,True,False,0
1532,1532,540128771,0.0081638,0,0,True,False,0
1533,1533,540217644,0.0088873,0,0,True,False,0
1534,1534,540304677,0.0087033,0,0,True,False,0
1535,1535,540395189,0.0090512,0,0,True,False,0
1536,1536,540477239,0.008205,0,0,True,False,0
1537,1537,540559895,0.0082656,0,0,True,False,0
1538,1538,540641627,0.0081732,0,0,True,False,0
1539,1539,540718588,0.0076961,0,0,True,False,0
1540,1540,540806129,0.0087541,0,0,True,False,0
1541,1541,540896221,0.0090092,0,0,True,False,0
1542,1542,540977667,0.0081446,0,0,True,False,0
1543,1543,541064212,0.0086545,0,0,True,False,0
1544,1544,541149474,0.0085262,0,0,True,False,0
1545,1545,541233283,0.0083809,0,0,True,False,0
1546,1546,541307868,0.0074585,0,0,True,False,0
1547,1547,541392911,0.0085043,0,0,True,False,0
1548,1548,541468562,0.0075651,0,0,True,False,0
1549,1549,541554710,0.0086148,0,0,True,False,0
1550,1550,541656405,0.0101695,0,0,True,False,0
1551,1551,541714781,0.0058376,0,0,True,False,0
1552,1552,541826848,0.0112067,0,0,True,False,0
1553,1553,541875996,0.0049148,0,0,True,False,0
1554,1554,541991637,0.0115641,0,0,True,False,0
1555,1555,542039370,0.0047733,0,0,True,False,0
1556,1556,542157258,0.0117888,0,0,True,False,0
1557,1557,542214094,0.0056836,0,0,True,False,0
1558,1558,542300943,0.0086849,0,0,True,False,0
1559,1559,542382960,0.0082017,0,0,True,False,0
1560,1560,542467337,0.0084377,0,0,True,False,0
1561,1561,542548508,0.0081171,0,0,True,False,0
1562,1562,542634446,0.0085938,0,0,True,False,0
1563,1563,542740154,0.0105708,0,0,True,False,0
1564,1564,542796069,0.0055915,0,0,True,False,0
1565,1565,542902554,0.0106485,0,0,True,False,0
1566,1566,542967688,0.0065134,0,0,True,False,0
1567,1567,543043371,0.0075683,0,0,True,False,0
1568,1568,543130880,0.0087509,0,0,True,False,0
1569,1569,543243022,0.0112142,0,0,True,False,0
1570,1570,543294324,0.0051302,0,0,True,False,0
1571,1571,543413499,0.0119175,0,0,True,False,0
1572,1572,543472110,0.0058611,0,0,True,False,0
1573,1573,543562055,0.0089945,0,0,False,False,0
1574,1574,543634642,0.0072587,1,0.066666670143604279,False,False,0
1575,1575,543744107,0.0109465,1,0.066666670143604279,False,False,0
1576,1576,543788870,0.0044763,1,0.066666670143604279,False,False,0
1577,1577,543889690,0.010082,1,0.066666670143604279,False,False,0
1578,1578,543982544,0.0092854,2,0.13333334028720856,False,False,0
1579,1579,544057414,0.007487,2,0.13333334028720856,False,False,0
1580,1580,544125243,0.0067829,2,0.13333334028720856,False,False,0
1581,1581,544224502,0.0099259,2,0.13333334028720856,False,False,0
1582,1582,544325538,0.0101036,3,0.20000001043081284,False,False,0
1583,1583,544371763,0.0046225,3,0.20000001043081284,False,False,0
1584,1584,544464082,0.0092319,3,0.20000001043081284,False,False,0
1585,1585,544561663,0.0097581,3,0.20000001043081284,False,False,0
1586,1586,544629147,0.0067484,3,0.20000001043081284,False,False,0
1587,1587,544725671,0.0096524,4,0.26666668057441711,False,False,0
1588,1588,544797442,0.0071771,4,0.26666668057441711,False,False,0
1589,1589,544876697,0.0079255,4,0.26666668057441711,False,False,0
1590,1590,544982109,0.0105412,5,0.33333335071802139,False,False,0
1591,1591,545032127,0.0050018,5,0.33333335071802139,False,False,0
1592,1592,545147084,0.0114957,5,0.33333335071802139,False,False,0
1593,1593,545215265,0.0068181,5,0.33333335071802139,False,False,0
1594,1594,545295196,0.0079931,5,0.33333335071802139,False,False,0
1595,1595,545392097,0.0096901,6,0.40000002086162567,False,False,0
1596,1596,545466960,0.0074863,6,0.40000002086162567,False,False,0
1597,1597,545568106,0.0101146,6,0.40000002086162567,False,False,0
1598,1598,545637073,0.0068967,7,0.46666669100522995,False,False,0
1599,1599,545729505,0.0092432,7,0.46666669100522995,False,False,0
1600,1600,545796651,0.0067146,7,0.46666669100522995,False,False,0
1601,1601,545888985,0.0092334,7,0.46666669100522995,False,False,0
1602,1602,545979558,0.0090573,8,0.53333336114883423,False,False,0
1603,1603,546048744,0.0069186,8,0.53333336114883423,False,False,0
1604,1604,546137869,0.0089125,8,0.53333336114883423,False,False,0
1605,1605,546215602,0.0077733,8,0.53333336114883423,False,False,0
1606,1606,546313918,0.0098316,9,0.60000003129243851,False,False,0
1607,1607,546387038,0.007312,9,0.60000003129243851,False,False,0
1608,1608,546482319,0.0095281,9,0.60000003129243851,False,False,0
1609,1609,546551834,0.0069515,9,0.60000003129243851,False,False,0
1610,1610,546649606,0.0097772,10,0.66666670143604279,False,False,0
1611,1611,546720683,0.0071077,10,0.66666670143604279,False,False,0
1612,1612,546819102,0.0098419,10,0.66666670143604279,False,False,0
1613,1613,546886470,0.0067368,10,0.66666670143604279,False,False,0
1614,1614,546987420,0.010095,11,0.73333337157964706,False,False,0
1615,1615,547061079,0.0073659,11,0.73333337157964706,False,False,0
1616,1616,547128975,0.0067896,11,0.73333337157964706,False,False,0
1617,1617,547223014,0.0094039,11,0.73333337157964706,False,False,0
1618,1618,547298876,0.0075862,11,0.73333337157964706,False,False,0
1619,1619,547377898,0.0079022,12,0.80000004172325134,False,False,0
1620,1620,547476047,0.0098149,12,0.80000004172325134,False,False,0
1621,1621,547548593,0.0072546,12,0.80000004172325134,False,False,0
1622,1622,547644855,0.0096262,13,0.86666671186685562,False,False,0
1623,1623,547711639,0.0066784,13,0.86666671186685562,False,False,0
1624,1624,547810796,0.0099157,13,0.86666671186685562,False,False,0
1625,1625,547878819,0.0068023,13,0.86666671186685562,False,False,0
1626,1626,547979797,0.0100978,14,0.9333333820104599,False,False,0
1627,1627,548057397,0.00776,14,0.9333333820104599,False,False,0
1628,1628,548130325,0.0072928,14,0.9333333820104599,False,False,0
1629,1629,548227204,0.0096879,14,0.9333333820104599,False,False,0
1630,1630,548304626,0.0077422,15,1.0000000521540642,False,False,0
1631,1631,548404228,0.0099602,15,1.0000000521540642,False,False,0
1632,1632,548470587,0.0066359,15,1.0000000521540642,False,False,0
1633,1633,548545341,0.0074754,15,1.0000000521540642,False,False,0
1634,1634,548651090,0.0105749,16,1.0666667222976685,False,False,0
1635,1635,548724579,0.0073489,16,1.0666667222976685,False,False,0
1636,1636,548812647,0.0088068,16,1.0666667222976685,False,False,0
1637,1637,548893424,0.0080777,16,1.0666667222976685,False,False,0
1638,1638,548972320,0.0078896,17,1.1333333924412727,False,False,0
1639,1639,549048894,0.0076574,17,1.1333333924412727,False,False,0
1640,1640,549140429,0.0091535,17,1.1333333924412727,False,False,0
1641,1641,549213084,0.0072655,17,1.1333333924412727,False,False,0
1642,1642,549308101,0.0095017,18,1.200000062584877,False,False,0
1643,1643,549383544,0.0075443,18,1.200000062584877,False,False,0
1644,1644,549481258,0.0097714,18,1.200000062584877,False,False,0
1645,1645,549554495,0.0073237,18,1.200000062584877,False,False,0
1646,1646,549629357,0.0074862,18,1.200000062584877,False,False,0
1647,1647,549728829,0.0099472,19,1.2666667327284813,False,False,0
1648,1648,549794616,0.0065787,19,1.2666667327284813,False,False,0
1649,1649,549886566,0.009195,19,1.2666667327284813,False,False,0
1650,1650,549986073,0.0099507,20,1.3333334028720856,False,False,0
1651,1651,550051732,0.0065659,20,1.3333334028720856,False,False,0
1652,1652,550150609,0.0098877,20,1.3333334028720856,False,False,0
1653,1653,550219276,0.0068667,20,1.3333334028720856,False,False,0
1654,1654,550318928,0.0099652,21,1.4000000730156898,False,False,0
1655,1655,550382764,0.0063836,21,1.4000000730156898,False,False,0
1656,1656,550482061,0.0099297,21,1.4000000730156898,False,False,0
1657,1657,550546660,0.0064599,21,1.4000000730156898,False,False,0
1658,1658,550644933,0.0098273,22,1.4666667431592941,False,False,0
1659,1659,550731508,0.0086575,22,1.4666667431592941,False,False,0
1660,1660,550802100,0.0070592,22,1.4666667431592941,False,False,0
1661,1661,550891465,0.0089365,22,1.4666667431592941,False,False,0
1662,1662,550961115,0.006965,22,1.4666667431592941,False,False,0
1663,1663,551049030,0.0087915,23,1.5333334133028984,False,False,0
1664,1664,551146700,0.009767,23,1.5333334133028984,False,False,0
1665,1665,551209524,0.0062824,23,1.5333334133028984,False,False,0
1666,1666,551291218,0.0081694,23,1.5333334133028984,False,False,0
1667,1667,551394369,0.0103151,24,1.6000000834465027,False,False,0
1668,1668,551464528,0.0070159,24,1.6000000834465027,False,False,0
1669,1669,551562239,0.0097711,24,1.6000000834465027,False,False,0
1670,1670,551629546,0.0067307,24,1.6000000834465027,False,False,0
1671,1671,551720550,0.0091004,25,1.666666753590107,False,False,0
1672,1672,551814115,0.0093565,25,1.666666753590107,False,False,0
1673,1673,551887704,0.0073589,25,1.666666753590107,False,False,0
1674,1674,551980201,0.0092497,26,1.7333334237337112,False,False,0
1675,1675,552053606,0.0073405,26,1.7333334237337112,False,False,0
1676,1676,552142371,0.0088765,26,1.7333334237337112,False,False,0
1677,1677,552217683,0.0075312,26,1.7333334237337112,False,False,0
1678,1678,552316124,0.0098441,27,1.8000000938773155,False,False,0
1679,1679,552392876,0.0076752,27,1.8000000938773155,False,False,0
1680,1680,552484010,0.0091134,27,1.8000000938773155,False,False,0
1681,1681,552549912,0.0065902,27,1.8000000938773155,False,False,0
1682,1682,552643395,0.0093483,28,1.8666667640209198,False,False,0
1683,1683,552711858,0.0068463,28,1.8666667640209198,False,False,0
1684,1684,552809698,0.009784,28,1.8666667640209198,False,False,0
1685,1685,552884585,0.0074887,28,1.8666667640209198,False,False,0
1686,1686,552984529,0.0099944,29,1.9333334341645241,False,False,0
1687,1687,553050013,0.0065484,29,1.9333334341645241,False,False,0
1688,1688,553128244,0.0078231,29,1.9333334341645241,False,False,0
1689,1689,553216528,0.0088284,29,1.9333334341645241,False,False,0
1690,1690,553290993,0.0074465,29,1.9333334341645241,False,False,0
1691,1691,553382596,0.0091603,30,2.0000001043081284,False,False,0
1692,1692,553469703,0.0087107,30,2.0000001043081284,False,False,0
1693,1693,553567708,0.0098005,30,2.0000001043081284,False,False,0
1694,1694,553647421,0.0079713,31,2.0666667744517326,False,False,0
1695,1695,553710703,0.0063282,31,2.0666667744517326,False,False,0
1696,1696,553812173,0.010147,31,2.0666667744517326,False,False,0
1697,1697,553913023,0.010085,31,2.0666667744517326,False,False,0
1698,1698,553954083,0.004106,31,2.0666667744517326,False,False,0
1699,1699,554052926,0.0098843,32,2.1333334445953369,False,False,0
1700,1700,554147452,0.0094526,32,2.1333334445953369,False,False,0
1701,1701,554240933,0.0093481,32,2.1333334445953369,False,False,0
1702,1702,554284509,0.0043576,32,2.1333334445953369,False,False,0
1703,1703,554386816,0.0102307,33,2.2000001147389412,False,False,0
1704,1704,554460523,0.0073707,33,2.2000001147389412,False,False,0
1705,1705,554562481,0.0101958,33,2.2000001147389412,False,False,0
1706,1706,554629725,0.0067244,33,2.2000001147389412,False,False,0
1707,1707,554729733,0.0100008,34,2.2666667848825455,False,False,0
1708,1708,554798374,0.0068641,34,2.2666667848825455,False,False,0
1709,1709,554885339,0.0086965,34,2.2666667848825455,False,False,0
1710,1710,554986157,0.0100818,35,2.3333334550261497,False,False,0
1711,1711,555031743,0.0045586,35,2.3333334550261497,False,False,0
1712,1712,555129889,0.0098146,35,2.3333334550261497,False,False,0
1713,1713,555220277,0.0090388,35,2.3333334550261497,False,False,0
1714,1714,555313596,0.0093319,36,2.400000125169754,False,False,0
1715,1715,555375215,0.0061619,36,2.400000125169754,False,False,0
1716,1716,555475674,0.0100459,36,2.400000125169754,False,False,0
1717,1717,555544051,0.0068377,36,2.400000125169754,False,False,0
1718,1718,555649314,0.0105263,37,2.4666667953133583,False,False,0
1719,1719,555717312,0.0067998,37,2.4666667953133583,False,False,0
1720,1720,555810264,0.0092952,37,2.4666667953133583,False,False,0
1721,1721,555879036,0.0068772,37,2.4666667953133583,False,False,0
1722,1722,555972705,0.0093669,38,2.5333334654569626,False,False,0
1723,1723,556043972,0.0071267,38,2.5333334654569626,False,False,0
1724,1724,556134927,0.0090955,38,2.5333334654569626,False,False,0
1725,1725,556226721,0.0091794,38,2.5333334654569626,False,False,0
1726,1726,556297445,0.0070724,38,2.5333334654569626,False,False,0
1727,1727,556402897,0.0105452,39,2.6000001356005669,False,False,0
1728,1728,556469058,0.0066161,39,2.6000001356005669,False,False,0
1729,1729,556544542,0.0075484,39,2.6000001356005669,False,False,0
1730,1730,556634494,0.0089952,40,2.6666668057441711,False,False,0
1731,1731,556729102,0.0094608,40,2.6666668057441711,False,False,0
1732,1732,556793474,0.0064372,40,2.6666668057441711,False,False,0
1733,1733,556885579,0.0092105,40,2.6666668057441711,False,False,0
1734,1734,556973231,0.0087652,41,2.7333334758877754,False,False,0
1735,1735,557051693,0.0078462,41,2.7333334758877754,False,False,0
1736,1736,557136601,0.0084908,41,2.7333334758877754,False,False,0
1737,1737,557228316,0.0091715,41,2.7333334758877754,False,False,0
1738,1738,557316719,0.0088403,42,2.8000001460313797,False,False,0
1739,1739,557382537,0.0065818,42,2.8000001460313797,False,False,0
1740,1740,557472106,0.0089569,42,2.8000001460313797,False,False,0
1741,1741,557557182,0.0085076,42,2.8000001460313797,False,False,0
1742,1742,557649998,0.0092816,43,2.866666816174984,False,False,0
1743,1743,557710177,0.0060179,43,2.866666816174984,False,False,0
1744,1744,557799038,0.0088861,43,2.866666816174984,False,False,0
1745,1745,557890889,0.0091851,43,2.866666816174984,False,False,0
1746,1746,557962835,0.0071946,43,2.866666816174984,False,False,0
1747,1747,558047108,0.0084273,44,2.9333334863185883,False,False,0
1748,1748,558146844,0.0099735999999999991,44,2.9333334863185883,False,False,0
1749,1749,558219049,0.0072205,44,2.9333334863185883,False,False,0
1750,1750,558321315,0.0102266,45,3.0000001564621925,False,False,0
1751,1751,558367156,0.0045841,45,3.0000001564621925,False,False,0
1752,1752,558457400,0.0090244,45,3.0000001564621925,False,False,0
1753,1753,558576085,0.0118685,45,3.0000001564621925,False,False,0
1754,1754,558626283,0.0050198,45,3.0000001564621925,False,False,0
1755,1755,558712443,0.008616,46,3.0666668266057968,False,False,0
1756,1756,558879010,0.0166567,46,3.0666668266057968,False,False,0
1757,1757,558923746,0.0044736,46,3.0666668266057968,False,False,0
1758,1758,559018393,0.0094647,47,3.1333334967494011,False,False,0
1759,1759,559098069,0.0079676,47,3.1333334967494011,False,False,0
1760,1760,559189180,0.0091111,47,3.1333334967494011,False,False,0
1761,1761,559274281,0.0085101,47,3.1333334967494011,False,False,0
1762,1762,559369606,0.0095325,48,3.2000001668930054,False,False,0
1763,1763,559431953,0.0062347,48,3.2000001668930054,False,False,0
1764,1764,559518419,0.0086466,48,3.2000001668930054,False,False,0
1765,1765,559602709,0.008429,48,3.2000001668930054,False,False,0
1766,1766,559673409,0.00707,49,3.2666668370366096,False,False,0
1767,1767,559758759,0.008535,49,3.2666668370366096,False,False,0
1768,1768,559845821,0.0087062,49,3.2666668370366096,False,False,0
1769,1769,559931037,0.0085216,49,3.2666668370366096,False,False,0
1770,1770,560023706,0.0092669,50,3.3333335071802139,False,False,0
1771,1771,560109811,0.0086105,50,3.3333335071802139,False,False,0
1772,1772,560173271,0.006346,50,3.3333335071802139,False,False,0
1773,1773,560260763,0.0087492,50,3.3333335071802139,False,False,0
1774,1774,560348082,0.0087319,51,3.4000001773238182,False,False,0
1775,1775,560441666,0.0093584,51,3.4000001773238182,False,False,0
1776,1776,560525342,0.0083676,51,3.4000001773238182,False,False,0
1777,1777,560589384,0.0064042,51,3.4000001773238182,False,False,0
1778,1778,560698779,0.0109395,52,3.4666668474674225,False,False,0
1779,1779,560771770,0.0072991,52,3.4666668474674225,False,False,0
1780,1780,560854181,0.0082411,52,3.4666668474674225,False,False,0
1781,1781,560921407,0.0067226,52,3.4666668474674225,False,False,0
1782,1782,561036654,0.0115247,53,3.5333335176110268,False,False,0
1783,1783,561080827,0.0044173,53,3.5333335176110268,False,False,0
1784,1784,561188849,0.0108022,53,3.5333335176110268,False,False,0
1785,1785,561262374,0.0073525,53,3.5333335176110268,False,False,0
1786,1786,561353916,0.0091542,54,3.600000187754631,False,False,0
1787,1787,561442886,0.008897,54,3.600000187754631,False,False,0
1788,1788,561511633,0.0068747,54,3.600000187754631,False,False,0
1789,1789,561599951,0.0088318,54,3.600000187754631,False,False,0
1790,1790,561692289,0.0092338,55,3.6666668578982353,False,False,0
1791,1791,561775727,0.0083438,55,3.6666668578982353,False,False,0
1792,1792,561851009,0.0075282,55,3.6666668578982353,False,False,0
1793,1793,561941672,0.0090663,55,3.6666668578982353,False,False,0
1794,1794,562009274,0.0067602,56,3.7333335280418396,False,False,0
1795,1795,562090930,0.0081656,56,3.7333335280418396,False,False,0
1796,1796,562187800,0.009687,56,3.7333335280418396,False,False,0
1797,1797,562270591,0.0082791,56,3.7333335280418396,False,False,0
1798,1798,562362697,0.0092106,57,3.8000001981854439,False,False,0
1799,1799,562423440,0.0060743,57,3.8000001981854439,False,False,0
1800,1800,562522088,0.0098648,57,3.8000001981854439,False,False,0
1801,1801,562607628,0.008554,57,3.8000001981854439,False,False,0
1802,1802,562674175,0.0066547,58,3.8666668683290482,False,False,0
1803,1803,562784592,0.0110417,58,3.8666668683290482,False,False,0
1804,1804,562847166,0.0062574,58,3.8666668683290482,False,False,0
1805,1805,562950110,0.0102944,58,3.8666668683290482,False,False,0
1806,1806,563013823,0.0063713,59,3.9333335384726524,False,False,0
