frame,renderedFrame,stopwatchTicks,intervalSeconds,tick,simulationSeconds,paused,casting,areaCasts
2241,2241,600701396,0.0067566,172,11.466667264699936,False,True,0
2242,2242,600783884,0.0082488,172,11.466667264699936,False,True,0
2243,2243,600872260,0.0088376,172,11.466667264699936,False,True,0
2244,2244,600954672,0.0082412,172,11.466667264699936,False,True,0
2245,2245,601025586,0.0070914,173,11.53333393484354,False,True,0
2246,2246,601130989,0.0105403,173,11.53333393484354,False,True,0
2247,2247,601214499,0.008351,173,11.53333393484354,False,True,0
2248,2248,601300583,0.0086084,174,11.600000604987144,False,True,0
2249,2249,601365913,0.006533,174,11.600000604987144,False,True,0
2250,2250,601447631,0.0081718,174,11.600000604987144,False,True,0
2251,2251,601538479,0.0090848,174,11.600000604987144,False,True,0
2252,2252,601625633,0.0087154,174,11.600000604987144,False,True,0
2253,2253,601710336,0.0084703,175,11.666667275130749,False,True,0
2254,2254,601803411,0.0093075,175,11.666667275130749,False,True,0
2255,2255,601865981,0.006257,175,11.666667275130749,False,True,0
2256,2256,601951346,0.0085365,175,11.666667275130749,False,True,0
2257,2257,602040364,0.0089018,176,11.733333945274353,False,True,0
2258,2258,602129507,0.0089143,176,11.733333945274353,False,True,0
2259,2259,602195079,0.0065572,176,11.733333945274353,False,True,0
2260,2260,602295819,0.010074,176,11.733333945274353,False,True,0
2261,2261,602377146,0.0081327,177,11.800000615417957,False,True,0
2262,2262,602480880,0.0103734,177,11.800000615417957,False,True,0
2263,2263,602527165,0.0046285,177,11.800000615417957,False,True,0
2264,2264,602620720,0.0093555,177,11.800000615417957,False,True,0
2265,2265,602711103,0.0090383,178,11.866667285561562,False,True,0
2266,2266,602786968,0.0075865,178,11.866667285561562,False,True,0
2267,2267,602878153,0.0091185,178,11.866667285561562,False,True,0
2268,2268,602946341,0.0068188,178,11.866667285561562,False,True,0
2269,2269,603033934,0.0087593,179,11.933333955705166,False,True,0
2270,2270,603129105,0.0095171,179,11.933333955705166,False,True,0
2271,2271,603195878,0.0066773,179,11.933333955705166,False,True,0
2272,2272,603288428,0.009255,179,11.933333955705166,False,True,0
2273,2273,603381290,0.0092862,180,12.00000062584877,False,True,0
2274,2274,604892187,0.1510897,184,12.266667306423187,False,True,0
2275,2275,604959390,0.0067203,184,12.266667306423187,False,True,0
2276,2276,605060693,0.0101303,185,12.333333976566792,False,True,0
2277,2277,605134336,0.0073643,185,12.333333976566792,False,True,0
2278,2278,605212472,0.0078136,185,12.333333976566792,False,True,0
2279,2279,605308787,0.0096315,186,12.400000646710396,False,True,0
2280,2280,605359459,0.0050672,186,12.400000646710396,False,True,0
2281,2281,605463902,0.0104443,186,12.400000646710396,False,True,0
2282,2282,605545707,0.0081805,186,12.400000646710396,False,True,0
2283,2283,605648344,0.0102637,187,12.466667316854,False,True,0
2284,2284,605697372,0.0049028,187,12.466667316854,False,True,0
2285,2285,605809917,0.0112545,187,12.466667316854,False,True,0
2286,2286,605860714,0.0050797,187,12.466667316854,False,True,0
2287,2287,605964960,0.0104246,188,12.533333986997604,False,True,0
2288,2288,606060477,0.0095517,188,12.533333986997604,False,True,0
2289,2289,606141808,0.0081331,188,12.533333986997604,False,True,0
2290,2290,606208488,0.006668,188,12.533333986997604,False,True,0
2291,2291,606310005,0.0101517,189,12.600000657141209,False,True,0
2292,2292,606371136,0.0061131,189,12.600000657141209,False,True,0
2293,2293,606448938,0.0077802,189,12.600000657141209,False,True,0
2294,2294,606555008,0.010607,189,12.600000657141209,False,True,0
2295,2295,606625241,0.0070233,189,12.600000657141209,False,True,0
2296,2296,606711326,0.0086085,190,12.666667327284813,False,True,0
2297,2297,606800036,0.008871,190,12.666667327284813,False,True,0
2298,2298,606893170,0.0093134,190,12.666667327284813,False,True,0
2299,2299,606958263,0.0065093,190,12.666667327284813,False,True,0
2300,2300,607052509,0.0094246,191,12.733333997428417,False,True,0
2301,2301,607119809,0.00673,191,12.733333997428417,False,True,0
2302,2302,607220258,0.0100449,191,12.733333997428417,False,True,0
2303,2303,607294262,0.0074004,191,12.733333997428417,False,True,0
2304,2304,607370180,0.0075918,192,12.800000667572021,False,True,0
2305,2305,607467096,0.0096916,192,12.800000667572021,False,True,0
2306,2306,607543182,0.0076086,192,12.800000667572021,False,True,0
2307,2307,607638537,0.0095355,193,12.866667337715626,False,True,0
2308,2308,607710367,0.007183,193,12.866667337715626,False,True,0
2309,2309,607815102,0.0104735,193,12.866667337715626,False,True,0
2310,2310,607859022,0.004392,193,12.866667337715626,False,True,0
2311,2311,607979468,0.0120446,194,12.93333400785923,False,True,0
2312,2312,608050569,0.0071101,194,12.93333400785923,False,True,0
2313,2313,608137169,0.00866,194,12.93333400785923,False,True,0
2314,2314,608213918,0.0076749,194,12.93333400785923,False,True,0
2315,2315,608292861,0.0078943,194,12.93333400785923,False,True,0
2316,2316,608399303,0.0106442,195,13.000000678002834,False,False,1
2317,2317,609902121,0.1502818,199,13.266667358577251,False,False,1
2318,2318,609970899,0.0068778,200,13.333334028720856,False,False,1
2319,2319,610045131,0.0074232,200,13.333334028720856,False,False,1
2320,2320,610145158,0.0100027,200,13.333334028720856,False,False,1
2321,2321,610232206,0.0087048,200,13.333334028720856,False,False,1
2322,2322,610300165,0.0067959,201,13.40000069886446,False,False,1
2323,2323,610394221,0.0094056,201,13.40000069886446,False,False,1
2324,2324,610462914,0.0068693,201,13.40000069886446,False,False,1
2325,2325,610553864,0.009095,201,13.40000069886446,False,False,1
2326,2326,610647538,0.0093674,202,13.466667369008064,False,False,1
2327,2327,610733428,0.008589,202,13.466667369008064,False,False,1
2328,2328,610801220,0.0067792,202,13.466667369008064,False,False,1
2329,2329,610885497,0.0084277,202,13.466667369008064,False,False,1
2330,2330,610967606,0.0082109,203,13.533334039151669,False,False,1
2331,2331,611060801,0.0093195,203,13.533334039151669,False,False,1
2332,2332,611125999,0.0065198,203,13.533334039151669,False,False,1
2333,2333,611235027,0.0109028,203,13.533334039151669,False,False,1
2334,2334,611302152,0.0067125,204,13.600000709295273,False,False,1
2335,2335,611385825,0.0083673,204,13.600000709295273,False,False,1
2336,2336,611476887,0.0091062,204,13.600000709295273,False,False,1
2337,2337,611562878,0.0085991,204,13.600000709295273,False,False,1
2338,2338,611628047,0.0065169,204,13.600000709295273,False,False,1
2339,2339,611720671,0.0092624,205,13.666667379438877,False,False,1
2340,2340,611807092,0.0086421,205,13.666667379438877,False,False,1
2341,2341,611904574,0.0097482,205,13.666667379438877,False,False,1
2342,2342,611970791,0.0066217,206,13.733334049582481,False,False,1
2343,2343,612061758,0.0090967,206,13.733334049582481,False,False,1
2344,2344,612146608,0.008485,206,13.733334049582481,False,False,1
2345,2345,612219937,0.0073329,206,13.733334049582481,False,False,1
2346,2346,612309960,0.0090023,207,13.800000719726086,False,False,1
2347,2347,612389428,0.0079468,207,13.800000719726086,False,False,1
2348,2348,612476083,0.0086655,207,13.800000719726086,False,False,1
2349,2349,612550771,0.0074688,207,13.800000719726086,False,False,1
2350,2350,612638874,0.0088103,208,13.86666738986969,False,False,1
2351,2351,612710286,0.0071412,208,13.86666738986969,False,False,1
2352,2352,612796097,0.0085811,208,13.86666738986969,False,False,1
2353,2353,612893912,0.0097815,208,13.86666738986969,False,False,1
2354,2354,612986509,0.0092597,209,13.933334060013294,False,False,1
2355,2355,613051414,0.0064905,209,13.933334060013294,False,False,1
2356,2356,613142436,0.0091022,209,13.933334060013294,False,False,1
2357,2357,613229045,0.0086609,209,13.933334060013294,False,False,1
2358,2358,613303726,0.0074681,210,14.000000730156898,False,False,1
2359,2359,613392630,0.0088904,210,14.000000730156898,False,False,1
2360,2360,613461726,0.0069096,210,14.000000730156898,False,False,1
2361,2361,613546344,0.0084618,210,14.000000730156898,False,False,1
2362,2362,613639106,0.0092762,211,14.066667400300503,False,False,1
2363,2363,613723473,0.0084367,211,14.066667400300503,False,False,1
2364,2364,613799248,0.0075775,211,14.066667400300503,False,False,1
2365,2365,613887397,0.0088149,211,14.066667400300503,False,False,1
2366,2366,613978712,0.0091315,212,14.133334070444107,False,False,1
2367,2367,614068703,0.0089991,212,14.133334070444107,False,False,1
2368,2368,614132440,0.0063737,212,14.133334070444107,False,False,1
2369,2369,614219597,0.0087157,212,14.133334070444107,False,False,1
2370,2370,614308579,0.0088982,213,14.200000740587711,False,False,1
2371,2371,614406182,0.0097603,213,14.200000740587711,False,False,1
2372,2372,614471341,0.0065159,213,14.200000740587711,False,False,1
2373,2373,614541763,0.0070422,213,14.200000740587711,False,False,1
2374,2374,614638665,0.0096902,214,14.266667410731316,False,False,1
2375,2375,614709486,0.0070821,214,14.266667410731316,False,False,1
2376,2376,614802507,0.0093021,214,14.266667410731316,False,False,1
2377,2377,614894967,0.009246,214,14.266667410731316,False,False,1
2378,2378,614963931,0.0068964,215,14.33333408087492,False,False,1
2379,2379,615055795,0.0091864,215,14.33333408087492,False,False,1
2380,2380,615155612,0.0099817,215,14.33333408087492,False,False,1
2381,2381,615219631,0.0064019,215,14.33333408087492,False,False,1
2382,2382,615293049,0.0073418,215,14.33333408087492,False,False,1
2383,2383,615392719,0.009967,216,14.400000751018524,False,False,1
2384,2384,615463796,0.0071077,216,14.400000751018524,False,False,1
2385,2385,615563574,0.0099778,216,14.400000751018524,False,False,1
2386,2386,615633458,0.0069884,217,14.466667421162128,False,False,1
2387,2387,615734543,0.0101085,217,14.466667421162128,False,False,1
2388,2388,615801993,0.006745,217,14.466667421162128,False,False,1
2389,2389,615896011,0.0094018,217,14.466667421162128,False,False,1
2390,2390,615962471,0.006646,218,14.533334091305733,False,False,1
2391,2391,616051545,0.0089074,218,14.533334091305733,False,False,1
2392,2392,616149250,0.0097705,218,14.533334091305733,False,False,1
2393,2393,616216711,0.0067461,218,14.533334091305733,False,False,1
2394,2394,616305821,0.008911,219,14.600000761449337,False,False,1
2395,2395,616394736,0.0088915,219,14.600000761449337,False,False,1
2396,2396,616461592,0.0066856,219,14.600000761449337,False,False,1
2397,2397,616564363,0.0102771,219,14.600000761449337,False,False,1
2398,2398,616627627,0.0063264,219,14.600000761449337,False,False,1
2399,2399,616729438,0.0101811,220,14.666667431592941,False,False,1
2400,2400,616795407,0.0065969,220,14.666667431592941,False,False,1
2401,2401,616885844,0.0090437,220,14.666667431592941,False,False,1
2402,2402,616972338,0.0086494,221,14.733334101736546,False,False,1
2403,2403,617044397,0.0072059,221,14.733334101736546,False,False,1
2404,2404,617126906,0.0082509,221,14.733334101736546,False,False,1
2405,2405,617223095,0.0096189,221,14.733334101736546,False,False,1
2406,2406,617309154,0.0086059,222,14.80000077188015,False,False,1
2407,2407,617379192,0.0070038,222,14.80000077188015,False,False,1
2408,2408,617461247,0.0082055,222,14.80000077188015,False,False,1
2409,2409,617554018,0.0092771,222,14.80000077188015,False,False,1
2410,2410,617651310,0.0097292,223,14.866667442023754,False,False,1
2411,2411,617715111,0.0063801,223,14.866667442023754,False,False,1
2412,2412,617816658,0.0101547,223,14.866667442023754,False,False,1
2413,2413,617881851,0.0065193,223,14.866667442023754,False,False,1
2414,2414,617970974,0.0089123,224,14.933334112167358,False,False,1
2415,2415,618056504,0.008553,224,14.933334112167358,False,False,1
2416,2416,618127695,0.0071191,224,14.933334112167358,False,False,1
2417,2417,618214514,0.0086819,224,14.933334112167358,False,False,1
2418,2418,618306685,0.0092171,225,15.000000782310963,False,False,1
2419,2419,618388346,0.0081661,225,15.000000782310963,False,False,1
2420,2420,618463237,0.0074891,225,15.000000782310963,False,False,1
2421,2421,618547185,0.0083948,225,15.000000782310963,False,False,1
2422,2422,618639738,0.0092553,226,15.066667452454567,False,False,1
2423,2423,618730153,0.0090415,226,15.066667452454567,False,False,1
2424,2424,618794718,0.0064565,226,15.066667452454567,False,False,1
2425,2425,618877260,0.0082542,226,15.066667452454567,False,False,1
2426,2426,618966743,0.0089483,227,15.133334122598171,False,False,1
2427,2427,619055983,0.008924,227,15.133334122598171,False,False,1
2428,2428,619140583,0.00846,227,15.133334122598171,False,False,1
2429,2429,619227236,0.0086653,227,15.133334122598171,False,False,1
2430,2430,619311484,0.0084248,228,15.200000792741776,False,False,1
2431,2431,619385746,0.0074262,228,15.200000792741776,False,False,1
2432,2432,619479876,0.009413,228,15.200000792741776,False,False,1
2433,2433,619551303,0.0071427,228,15.200000792741776,False,False,1
2434,2434,619636384,0.0085081,229,15.26666746288538,False,False,1
2435,2435,619730436,0.0094052,229,15.26666746288538,False,False,1
2436,2436,619792510,0.0062074,229,15.26666746288538,False,False,1
2437,2437,619896232,0.0103722,229,15.26666746288538,False,False,1
2438,2438,619958223,0.0061991,229,15.26666746288538,False,False,1
2439,2439,620051790,0.0093567,230,15.333334133028984,False,False,1
2440,2440,620148836,0.0097046,230,15.333334133028984,False,False,1
2441,2441,620224151,0.0075315,230,15.333334133028984,False,False,1
2442,2442,620320633,0.0096482,231,15.400000803172588,False,False,1
2443,2443,620385610,0.0064977,231,15.400000803172588,False,False,1
2444,2444,620477950,0.009234,231,15.400000803172588,False,False,1
2445,2445,620565444,0.0087494,231,15.400000803172588,False,False,1
2446,2446,620638793,0.0073349,232,15.466667473316193,False,False,1
2447,2447,620730158,0.0091365,232,15.466667473316193,False,False,1
2448,2448,620803290,0.0073132,232,15.466667473316193,False,False,1
2449,2449,620889102,0.0085812,232,15.466667473316193,False,False,1
2450,2450,620962751,0.0073649,233,15.533334143459797,False,False,1
2451,2451,621051874,0.0089123,233,15.533334143459797,False,False,1
2452,2452,621139297,0.0087423,233,15.533334143459797,False,False,1
2453,2453,621236379,0.0097082,233,15.533334143459797,False,False,1
2454,2454,621284446,0.0048067,233,15.533334143459797,False,False,1
2455,2455,621381135,0.0096689,234,15.600000813603401,False,False,1
2456,2456,621466189,0.0085054,234,15.600000813603401,False,False,1
2457,2457,621562996,0.0096807,234,15.600000813603401,False,False,1
2458,2458,621654890,0.0091894,235,15.666667483747005,False,False,1
2459,2459,621724389,0.0069499,235,15.666667483747005,False,False,1
2460,2460,621815707,0.0091318,235,15.666667483747005,False,False,1
2461,2461,621879056,0.0063349,235,15.666667483747005,False,False,1
2462,2462,621968368,0.0089312,236,15.73333415389061,False,False,1
2463,2463,622061401,0.0093033,236,15.73333415389061,False,False,1
2464,2464,622152929,0.0091528,236,15.73333415389061,False,False,1
2465,2465,622217885,0.0064956,236,15.73333415389061,False,False,1
2466,2466,622322039,0.0104154,237,15.800000824034214,False,False,1
2467,2467,622386345,0.0064306,237,15.800000824034214,False,False,1
2468,2468,622480726,0.0094381,237,15.800000824034214,False,False,1
2469,2469,622544253,0.0063527,237,15.800000824034214,False,False,1
2470,2470,622641170,0.0096917,238,15.866667494177818,False,False,1
2471,2471,622726424,0.0085254,238,15.866667494177818,False,False,1
2472,2472,622798137,0.0071713,238,15.866667494177818,False,False,1
2473,2473,622888586,0.0090449,238,15.866667494177818,False,False,1
2474,2474,622962834,0.0074248,238,15.866667494177818,False,False,1
2475,2475,623057346,0.0094512,239,15.933334164321423,False,False,1
2476,2476,623132744,0.0075398,239,15.933334164321423,False,False,1
2477,2477,623219902,0.0087158,239,15.933334164321423,False,False,1
2478,2478,623292459,0.0072557,239,15.933334164321423,False,False,1
2479,2479,623376185,0.0083726,240,16.000000834465027,False,False,1
2480,2480,623477979,0.0101794,240,16.000000834465027,False,False,1
2481,2481,623578009,0.010003,240,16.000000834465027,False,False,1
2482,2482,623618911,0.0040902,240,16.000000834465027,False,False,1
2483,2483,623735528,0.0116617,241,16.066667504608631,False,False,1
2484,2484,623801254,0.0065726,241,16.066667504608631,False,False,1
2485,2485,623893086,0.0091832,241,16.066667504608631,False,False,1
2486,2486,623965106,0.007202,242,16.133334174752235,False,False,1
2487,2487,624062256,0.009715,242,16.133334174752235,False,False,1
2488,2488,624126796,0.006454,242,16.133334174752235,False,False,1
2489,2489,624221488,0.0094692,242,16.133334174752235,False,False,1
2490,2490,624311743,0.0090255,243,16.20000084489584,False,False,1
2491,2491,624391570,0.0079827,243,16.20000084489584,False,False,1
2492,2492,624482290,0.009072,243,16.20000084489584,False,False,1
2493,2493,624550849,0.0068559,243,16.20000084489584,False,False,1
2494,2494,624638146,0.0087297,244,16.266667515039444,False,False,1
2495,2495,624709361,0.0071215,244,16.266667515039444,False,False,1
2496,2496,624795517,0.0086156,244,16.266667515039444,False,False,1
2497,2497,624882575,0.0087058,244,16.266667515039444,False,False,1
2498,2498,624972536,0.0089961,245,16.333334185183048,False,False,1
2499,2499,625064543,0.0092007,245,16.333334185183048,False,False,1
2500,2500,625133190,0.0068647,245,16.333334185183048,False,False,1
2501,2501,625222337,0.0089147,245,16.333334185183048,False,False,1
2502,2502,625293477,0.007114,245,16.333334185183048,False,False,1
2503,2503,625377065,0.0083588,246,16.400000855326653,False,False,1
2504,2504,625479448,0.0102383,246,16.400000855326653,False,False,1
2505,2505,625542817,0.0063369,246,16.400000855326653,False,False,1
2506,2506,625634438,0.0091621,247,16.466667525470257,False,False,1
2507,2507,625716858,0.008242,247,16.466667525470257,False,False,1
2508,2508,625816048,0.009919,247,16.466667525470257,False,False,1
2509,2509,625878560,0.0062512,247,16.466667525470257,False,False,1
2510,2510,625965136,0.0086576,248,16.533334195613861,False,False,1
2511,2511,626057290,0.0092154,248,16.533334195613861,False,False,1
2512,2512,626146262,0.0088972,248,16.533334195613861,False,False,1
2513,2513,626239550,0.0093288,248,16.533334195613861,False,False,1
2514,2514,626304319,0.0064769,249,16.600000865757465,False,False,1
2515,2515,626405432,0.0101113,249,16.600000865757465,False,False,1
2516,2516,626453125,0.0047693,249,16.600000865757465,False,False,1
2517,2517,626543220,0.0090095,249,16.600000865757465,False,False,1
2518,2518,626629115,0.0085895,249,16.600000865757465,False,False,1
2519,2519,626720603,0.0091488,250,16.66666753590107,False,False,1
2520,2520,626807316,0.0086713,250,16.66666753590107,False,False,1
2521,2521,626878126,0.007081,250,16.66666753590107,False,False,1
2522,2522,626964931,0.0086805,251,16.733334206044674,False,False,1
2523,2523,627040199,0.0075268,251,16.733334206044674,False,False,1
2524,2524,627151544,0.0111345,251,16.733334206044674,False,False,1
2525,2525,627216839,0.0065295,251,16.733334206044674,False,False,1
2526,2526,627309858,0.0093019,252,16.800000876188278,False,False,1
2527,2527,627398292,0.0088434,252,16.800000876188278,False,False,1
2528,2528,627465662,0.006737,252,16.800000876188278,False,False,1
2529,2529,627551792,0.008613,252,16.800000876188278,False,False,1
2530,2530,627642267,0.0090475,253,16.866667546331882,False,False,1
2531,2531,627728902,0.0086635,253,16.866667546331882,False,False,1
2532,2532,627797391,0.0068489,253,16.866667546331882,False,False,1
2533,2533,627889225,0.0091834,253,16.866667546331882,False,False,1
2534,2534,627961786,0.0072561,253,16.866667546331882,False,False,1
2535,2535,628052981,0.0091195,254,16.933334216475487,False,False,1
2536,2536,628139836,0.0086855,254,16.933334216475487,False,False,1
2537,2537,628224149,0.0084313,254,16.933334216475487,False,False,1
2538,2538,628311974,0.0087825,255,17.000000886619091,False,False,1
2539,2539,628377660,0.0065686,255,17.000000886619091,False,False,1
2540,2540,628470183,0.0092523,255,17.000000886619091,False,False,1
2541,2541,628559511,0.0089328,255,17.000000886619091,False,False,1
2542,2542,628643813,0.0084302,256,17.066667556762695,False,False,1
2543,2543,628708874,0.0065061,256,17.066667556762695,False,False,1
2544,2544,628794123,0.0085249,256,17.066667556762695,False,False,1
2545,2545,628881400,0.0087277,256,17.066667556762695,False,False,1
2546,2546,628964699,0.0083299,257,17.1333342269063,False,False,1
2547,2547,629062757,0.0098058,257,17.1333342269063,False,False,1
2548,2548,629146406,0.0083649,257,17.1333342269063,False,False,1
2549,2549,629210174,0.0063768,257,17.1333342269063,False,False,1
2550,2550,629293391,0.0083217,257,17.1333342269063,False,False,1
2551,2551,629379250,0.0085859,258,17.200000897049904,False,False,1
2552,2552,629462838,0.0083588,258,17.200000897049904,False,False,1
2553,2553,629551403,0.0088565,258,17.200000897049904,False,False,1
2554,2554,629625558,0.0074155,258,17.200000897049904,False,False,1
2555,2555,629718776,0.0093218,259,17.266667567193508,False,False,1
2556,2556,629814368,0.0095592,259,17.266667567193508,False,False,1
2557,2557,629879295,0.0064927,259,17.266667567193508,False,False,1
2558,2558,629975726,0.0096431,260,17.333334237337112,False,False,1
2559,2559,630048274,0.0072548,260,17.333334237337112,False,False,1
2560,2560,630141022,0.0092748,260,17.333334237337112,False,False,1
2561,2561,630228992,0.008797,260,17.333334237337112,False,False,1
2562,2562,630300917,0.0071925,261,17.400000907480717,False,False,1
2563,2563,630396028,0.0095111,261,17.400000907480717,False,False,1
2564,2564,630464533,0.0068505,261,17.400000907480717,False,False,1
2565,2565,630547446,0.0082913,261,17.400000907480717,False,False,1
2566,2566,630644289,0.0096843,262,17.466667577624321,False,False,1
2567,2567,630729009,0.008472,262,17.466667577624321,False,False,1
2568,2568,630802255,0.0073246,262,17.466667577624321,False,False,1
2569,2569,630885415,0.008316,262,17.466667577624321,False,False,1
2570,2570,630977075,0.009166,263,17.533334247767925,False,False,1
2571,2571,631062449,0.0085374,263,17.533334247767925,False,False,1
2572,2572,631147440,0.0084991,263,17.533334247767925,False,False,1
2573,2573,631236944,0.0089504,263,17.533334247767925,False,False,1
2574,2574,631301188,0.0064244,264,17.60000091791153,False,False,1
2575,2575,631388281,0.0087093,264,17.60000091791153,False,False,1
2576,2576,631473835,0.0085554,264,17.60000091791153,False,False,1
2577,2577,631574863,0.0101028,264,17.60000091791153,False,False,1
2578,2578,631618137,0.0043274,264,17.60000091791153,False,False,1
2579,2579,631730616,0.0112479,265,17.666667588055134,False,False,1
2580,2580,631793871,0.0063255,265,17.666667588055134,False,False,1
2581,2581,631884248,0.0090377,265,17.666667588055134,False,False,1
2582,2582,631969828,0.008558,266,17.733334258198738,False,False,1
2583,2583,632063200,0.0093372,266,17.733334258198738,False,False,1
2584,2584,632151308,0.0088108,266,17.733334258198738,False,False,1
2585,2585,632215345,0.0064037,266,17.733334258198738,False,False,1
2586,2586,632303904,0.0088559,267,17.800000928342342,False,False,1
2587,2587,632377332,0.0073428,267,17.800000928342342,False,False,1
2588,2588,632467236,0.0089904,267,17.800000928342342,False,False,1
2589,2589,632560112,0.0092876,267,17.800000928342342,False,False,1
2590,2590,632653692,0.009358,268,17.866667598485947,False,False,1
2591,2591,632718867,0.0065175,268,17.866667598485947,False,False,1
2592,2592,632814771,0.0095904,268,17.866667598485947,False,False,1
2593,2593,632882648,0.0067877,268,17.866667598485947,False,False,1
2594,2594,632977689,0.0095041,269,17.933334268629551,False,False,1
2595,2595,633060841,0.0083152,269,17.933334268629551,False,False,1
2596,2596,633132330,0.0071489,269,17.933334268629551,False,False,1
2597,2597,633218172,0.0085842,269,17.933334268629551,False,False,1
2598,2598,633296803,0.0078631,269,17.933334268629551,False,False,1
2599,2599,633400338,0.0103535,270,18.000000938773155,False,False,1
2600,2600,633464910,0.0064572,270,18.000000938773155,False,False,1
2601,2601,633554589,0.0089679,270,18.000000938773155,False,False,1
2602,2602,633645941,0.0091352,271,18.066667608916759,False,False,1
2603,2603,633736249,0.0090308,271,18.066667608916759,False,False,1
2604,2604,633801032,0.0064783,271,18.066667608916759,False,False,1
2605,2605,633889526,0.0088494,271,18.066667608916759,False,False,1
2606,2606,633976916,0.008739,272,18.133334279060364,False,False,1
2607,2607,634047444,0.0070528,272,18.133334279060364,False,False,1
2608,2608,634136641,0.0089197,272,18.133334279060364,False,False,1
2609,2609,634208023,0.0071382,272,18.133334279060364,False,False,1
2610,2610,634294643,0.008662,272,18.133334279060364,False,False,1
2611,2611,634388470,0.0093827,273,18.200000949203968,False,False,1
2612,2612,634478362,0.0089892,273,18.200000949203968,False,False,1
2613,2613,634546047,0.0067685,273,18.200000949203968,False,False,1
2614,2614,634644099,0.0098052,274,18.266667619347572,False,False,1
2615,2615,634709292,0.0065193,274,18.266667619347572,False,False,1
2616,2616,634818083,0.0108791,274,18.266667619347572,False,False,1
2617,2617,634886015,0.0067932,274,18.266667619347572,False,False,1
2618,2618,634959597,0.0073582,274,18.266667619347572,False,False,1
2619,2619,635044945,0.0085348,275,18.333334289491177,False,False,1
2620,2620,635167200,0.0122255,275,18.333334289491177,False,False,1
2621,2621,635207672,0.0040472,275,18.333334289491177,False,False,1
2622,2622,635310442,0.010277,276,18.400000959634781,False,False,1
2623,2623,635398387,0.0087945,276,18.400000959634781,False,False,1
2624,2624,635463575,0.0065188,276,18.400000959634781,False,False,1
2625,2625,635546518,0.0082943,276,18.400000959634781,False,False,1
2626,2626,635637078,0.009056,277,18.466667629778385,False,False,1
2627,2627,635726070,0.0088992,277,18.466667629778385,False,False,1
2628,2628,635813546,0.0087476,277,18.466667629778385,False,False,1
2629,2629,635908204,0.0094658,277,18.466667629778385,False,False,1
2630,2630,635971146,0.0062942,278,18.533334299921989,False,False,1
2631,2631,636062551,0.0091405,278,18.533334299921989,False,False,1
2632,2632,636146042,0.0083491,278,18.533334299921989,False,False,1
2633,2633,636218712,0.007267,278,18.533334299921989,False,False,1
2634,2634,636309340,0.0090628,279,18.600000970065594,False,False,1
2635,2635,636382038,0.0072698,279,18.600000970065594,False,False,1
2636,2636,636467883,0.0085845,279,18.600000970065594,False,False,1
2637,2637,636558590,0.0090707,279,18.600000970065594,False,False,1
2638,2638,636644344,0.0085754,280,18.666667640209198,False,False,1
2639,2639,636722880,0.0078536,280,18.666667640209198,False,False,1
2640,2640,636812536,0.0089656,280,18.666667640209198,False,False,1
2641,2641,636877215,0.0064679,280,18.666667640209198,False,False,1
2642,2642,636962804,0.0085589,280,18.666667640209198,False,False,1
2643,2643,637055346,0.0092542,281,18.733334310352802,False,False,1
2644,2644,637146615,0.0091269,281,18.733334310352802,False,False,1
2645,2645,637212895,0.006628,281,18.733334310352802,False,False,1
2646,2646,637303676,0.0090781,282,18.800000980496407,False,False,1
2647,2647,637395524,0.0091848,282,18.800000980496407,False,False,1
2648,2648,637462349,0.0066825,282,18.800000980496407,False,False,1
2649,2649,637545875,0.0083526,282,18.800000980496407,False,False,1
2650,2650,637636808,0.0090933,283,18.866667650640011,False,False,1
2651,2651,637721824,0.0085016,283,18.866667650640011,False,False,1
2652,2652,637793458,0.0071634,283,18.866667650640011,False,False,1
2653,2653,637876399,0.0082941,283,18.866667650640011,False,False,1
2654,2654,637976330,0.0099931,284,18.933334320783615,False,False,1
2655,2655,638063013,0.0086683,284,18.933334320783615,False,False,1
2656,2656,638126708,0.0063695,284,18.933334320783615,False,False,1
2657,2657,638210538,0.008383,284,18.933334320783615,False,False,1
2658,2658,638300425,0.0089887,285,19.000000990927219,False,False,1
2659,2659,638391609,0.0091184,285,19.000000990927219,False,False,1
2660,2660,638480626,0.0089017,285,19.000000990927219,False,False,1
2661,2661,638551073,0.0070447,285,19.000000990927219,False,False,1
2662,2662,638639002,0.0087929,286,19.066667661070824,False,False,1
2663,2663,638736081,0.0097079,286,19.066667661070824,False,False,1
2664,2664,638802085,0.0066004,286,19.066667661070824,False,False,1
2665,2665,638894932,0.0092847,286,19.066667661070824,False,False,1
2666,2666,638979837,0.0084905,287,19.133334331214428,False,False,1
2667,2667,639048059,0.0068222,287,19.133334331214428,False,False,1
2668,2668,639136402,0.0088343,287,19.133334331214428,False,False,1
2669,2669,639228010,0.0091608,287,19.133334331214428,False,False,1
2670,2670,639314493,0.0086483,288,19.200001001358032,False,False,1
2671,2671,639382249,0.0067756,288,19.200001001358032,False,False,1
2672,2672,639477783,0.0095534,288,19.200001001358032,False,False,1
2673,2673,639548513,0.007073,288,19.200001001358032,False,False,1
2674,2674,639649510,0.0100997,289,19.266667671501637,False,False,1
2675,2675,639714573,0.0065063,289,19.266667671501637,False,False,1
2676,2676,639807340,0.0092767,289,19.266667671501637,False,False,1
2677,2677,639876214,0.0068874,289,19.266667671501637,False,False,1
